animeID, name, title_english, title_japanese, title_synonyms, type, source, producers, genre, studio, episodes, status, airing, aired, duration, rating, score, scored_by, rank, popularity, members, favorites, synopsis, background, premiered, broadcast, related
94,Mobile Suit Gundam SEED Destiny,,機動戦士ガンダムSEED DESTINY,['Kidou Senshi Gundam SEED DESTINY'],TV,Original,"['Sotsu', 'Mainichi Broadcasting System', 'Sony Music Entertainment']","['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi']",['Sunrise'],50,Finished Airing,FALSE,"{'from': '2004-10-09T00:00:00+00:00', 'to': '2005-10-01T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 10, 'year': 2004}, 'to': {'day': 1, 'month': 10, 'year': 2005}}, 'string': 'Oct 9, 2004 to Oct 1, 2005'}",24 min per ep,R - 17+ (violence & profanity),7.3,47750,2479,1191,78312,1133,"C.E. 73: While the second battle of Yachin Due brought the war between the Naturals and Coordinators to a close, tensions between the two races are at an all-time high. During a meeting between PLANT Chairman Gilbert Dullindal and Orb Representative Cagalli Yula Athha, a unit of soldiers hijack ZAFT's newly developed Gundams. ZAFT soldier Shinn Asuka along with his friends at the ZAFT ship Minerva sortie in attempt to deter this hijacking. With the assistance of Cagalli's bodyguard, Athrun Zala, the Minerva chases after the unknown ship that hijacked the Gundams until an even greater problem occurs leading to the start of the second Bloody Valentine war.",The series won the Animage Anime Grand Prix award during 2004 and 2005.,Fall 2004,Unknown,"{'Adaptation': [{'mal_id': 408, 'type': 'manga', 'name': 'Mobile Suit Gundam SEED Destiny', 'url': 'https://myanimelist.net/manga/408/Mobile_Suit_Gundam_SEED_Destiny'}], 'Side story': [{'mal_id': 1215, 'type': 'anime', 'name': 'Mobile Suit Gundam SEED C.E.73: Stargazer', 'url': 'https://myanimelist.net/anime/1215/Mobile_Suit_Gundam_SEED_CE73__Stargazer'}], 'Sequel': [{'mal_id': 1241, 'type': 'anime', 'name': 'Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future', 'url': 'https://myanimelist.net/anime/1241/Mobile_Suit_Gundam_SEED_Destiny_Final_Plus__The_Chosen_Future'}], 'Summary': [{'mal_id': 2294, 'type': 'anime', 'name': 'Mobile Suit Gundam SEED Destiny Special Edition', 'url': 'https://myanimelist.net/anime/2294/Mobile_Suit_Gundam_SEED_Destiny_Special_Edition'}], 'Prequel': [{'mal_id': 2298, 'type': 'anime', 'name': 'Mobile Suit Gundam SEED: After-Phase Between the Stars', 'url': 'https://myanimelist.net/anime/2298/Mobile_Suit_Gundam_SEED__After-Phase_Between_the_Stars'}]}"
95,Turn A Gundam,∀ Gundam,∀ガンダム,['Mobile Suit Gundam Turn A'],TV,Original,"['Sotsu', 'Fuji TV']","['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']","['Sunrise', 'Nakamura Production']",50,Finished Airing,FALSE,"{'from': '1999-04-09T00:00:00+00:00', 'to': '2000-04-14T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 4, 'year': 1999}, 'to': {'day': 14, 'month': 4, 'year': 2000}}, 'string': 'Apr 9, 1999 to Apr 14, 2000'}",24 min per ep,PG-13 - Teens 13 or older,7.73,9204,1058,2420,27476,547,"It is the Correct Century, two millenniums after a devastating conflict which left the world broken. Earth is now mostly uninhabitable, and thus a remnant of humanity has resided on the Moon while the Earth and its few survivors recover. For years, the ""Moonrace,"" people of the Moon, have continued to check if Earth is fit for resettlement. A boy named Rolan Cehack and two others are sent down to Earth for a reconnaissance mission. Rolan ends up spending a year on the planet working for the Heim Family, aristocrats living in a Victorian-like society. This family, like others of similar wealthy status, celebrates one's coming of age with a ceremony involving a giant stone statue known as the ""White Doll."" To Rolan's surprise, the Moonrace suddenly touches down on Earth with the intent of taking it by force. During the attack, the White Doll is broken apart, revealing a mobile suit called the ""Turn A Gundam"" inside. With Rolan in its cockpit, the Turn A causes a standoff between the forces of Earth and Moon. The young pilot, along with the people of both sides, must keep the peace and avoid another all-out, catastrophic war. [Written by MAL Rewrite]",,Spring 1999,Fridays at 17:00 (JST),"{'Adaptation': [{'mal_id': 4186, 'type': 'manga', 'name': 'Turn A Gundam', 'url': 'https://myanimelist.net/manga/4186/Turn_A_Gundam'}, {'mal_id': 31845, 'type': 'manga', 'name': 'Turn A Gundam: Tsuki no Kaze', 'url': 'https://myanimelist.net/manga/31845/Turn_A_Gundam__Tsuki_no_Kaze'}, {'mal_id': 35281, 'type': 'manga', 'name': 'Turn A Gundam', 'url': 'https://myanimelist.net/manga/35281/Turn_A_Gundam'}], 'Parent story': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}], 'Summary': [{'mal_id': 3963, 'type': 'anime', 'name': 'Turn A Gundam I Movie: Earth Light', 'url': 'https://myanimelist.net/anime/3963/Turn_A_Gundam_I_Movie__Earth_Light'}, {'mal_id': 3964, 'type': 'anime', 'name': 'Turn A Gundam II Movie: Moonlight Butterfly', 'url': 'https://myanimelist.net/anime/3964/Turn_A_Gundam_II_Movie__Moonlight_Butterfly'}]}"
96,Mobile Fighter G Gundam,Mobile Fighter G Gundam,機動武闘伝Gガンダム,"['Mobile Fighter G-Gundam', 'Kidou Butouden G Gundam']",TV,Original,"['TV Asahi', 'Sotsu']","['Sci-Fi', 'Adventure', 'Space', 'Comedy', 'Sports', 'Drama', 'Romance', 'Martial Arts', 'Mecha']",['Sunrise'],49,Finished Airing,FALSE,"{'from': '1994-04-01T00:00:00+00:00', 'to': '1995-03-31T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 4, 'year': 1994}, 'to': {'day': 31, 'month': 3, 'year': 1995}}, 'string': 'Apr 1, 1994 to Mar 31, 1995'}",24 min per ep,PG-13 - Teens 13 or older,7.6,25027,1367,1778,45765,757,"In the Year FC 60, much of mankind inhabits space colonies which orbit the Earth. Dominance over the colonies is decided once every four years by a large tournament in which each nation sends a single representative to fight the others with a giant robot called a Gundam. Domon Kashuu is selected to represent Neo-Japan in one of these tournaments, but he fights less to ensure his nation's victory than to find his brother, who has been blamed for the deaths of Domon's parents and the disappearance of a very dangerous weapon, the Devil Gundam. (Source: ANN)",,Spring 1994,Fridays at 17:00 (JST),"{'Adaptation': [{'mal_id': 3510, 'type': 'manga', 'name': 'Kidou Butouden G Gundam', 'url': 'https://myanimelist.net/manga/3510/Kidou_Butouden_G_Gundam'}, {'mal_id': 91734, 'type': 'manga', 'name': 'Kidou Butouden G Gundam', 'url': 'https://myanimelist.net/manga/91734/Kidou_Butouden_G_Gundam'}], 'Parent story': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}]}"
97,Last Exile,Last Exile,LAST EXILE（ラストエグザイル）,[],TV,Original,"['GDH', 'Victor Entertainment', 'TV Tokyo Music']","['Action', 'Sci-Fi', 'Adventure']",['Gonzo'],26,Finished Airing,FALSE,"{'from': '2003-04-08T00:00:00+00:00', 'to': '2003-09-30T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 4, 'year': 2003}, 'to': {'day': 30, 'month': 9, 'year': 2003}}, 'string': 'Apr 8, 2003 to Sep 30, 2003'}",24 min per ep,PG-13 - Teens 13 or older,7.89,55389,722,743,129036,1709,"In the world of Prester, flight is the dominant mode of transportation, made possible by Claudia Fluid: a liquidized form of the crystals that are produced on the planet. An organization known solely as ""the Guild"" has absolute authority over the skies, with a monopoly on the engines that make use of this fluid. Moreover, as ecological disasters destabilize the warring countries of Anatoray and Disith, the Guild also arbitrates in the disputes between the two. Caught in the middle of the conflict are Sky Couriers, piloting small, two-person vanships that fly freely through the sky. Last Exile follows the adventures of two teenagers who dream of surpassing their parents: Claus Valca, son of a famous vanship pilot, and Lavie Head, Claus' best friend and navigator. Their job as couriers entails passing through an air current called the Grand Stream that separates the hostile nations, which even standard airships struggle to survive. However, when they take on a high-rated delivery to bring an orphan girl named Alvis Hamilton to the battleship Silvana, they get dragged into a much greater conflict that pits them against the might of the Guild. [Written by MAL Rewrite]",Last Exile is the 10th anniversary work of animation studio Gonzo. Its episode titles were originally given in English and use terms from chess.,Spring 2003,Tuesdays at 01:30 (JST),"{'Adaptation': [{'mal_id': 30207, 'type': 'manga', 'name': 'Last Exile: Sunadokei no Tabibito', 'url': 'https://myanimelist.net/manga/30207/Last_Exile__Sunadokei_no_Tabibito'}], 'Sequel': [{'mal_id': 10336, 'type': 'anime', 'name': 'Last Exile: Ginyoku no Fam', 'url': 'https://myanimelist.net/anime/10336/Last_Exile__Ginyoku_no_Fam'}], 'Summary': [{'mal_id': 12429, 'type': 'anime', 'name': 'Last Exile: Ginyoku no Fam Recaps', 'url': 'https://myanimelist.net/anime/12429/Last_Exile__Ginyoku_no_Fam_Recaps'}]}"
98,Mai-HiME,My-Hime,舞-HiME,['My Princess'],TV,Original,"['Bandai Visual', 'TV Tokyo Music', 'Studio Zain']","['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'School', 'Shoujo Ai']",['Sunrise'],26,Finished Airing,FALSE,"{'from': '2004-09-30T00:00:00+00:00', 'to': '2005-03-31T00:00:00+00:00', 'prop': {'from': {'day': 30, 'month': 9, 'year': 2004}, 'to': {'day': 31, 'month': 3, 'year': 2005}}, 'string': 'Sep 30, 2004 to Mar 31, 2005'}",23 min per ep,PG-13 - Teens 13 or older,7.53,42321,1580,1050,89769,1216,"Thirteen girls, each with the ability to materialize ""Elements"" and summon metallic guardians called ""Childs"" have been brought to Fuuka Academy to battle mysterious creatures called Orphans. Each with a different personality and background, they must decide who they truly care about and why they fight.",,Fall 2004,Fridays at 01:30 (JST),"{'Adaptation': [{'mal_id': 441, 'type': 'manga', 'name': 'Mai-HiME', 'url': 'https://myanimelist.net/manga/441/Mai-HiME'}], 'Alternative setting': [{'mal_id': 99, 'type': 'anime', 'name': 'Mai-Otome', 'url': 'https://myanimelist.net/anime/99/Mai-Otome'}], 'Side story': [{'mal_id': 673, 'type': 'anime', 'name': 'Mai-HiME Specials', 'url': 'https://myanimelist.net/anime/673/Mai-HiME_Specials'}, {'mal_id': 8062, 'type': 'anime', 'name': 'Mai-HiME: Kuro no Mai/Saigo no Bansan', 'url': 'https://myanimelist.net/anime/8062/Mai-HiME__Kuro_no_Mai_Saigo_no_Bansan'}]}"
99,Mai-Otome,My-Otome,舞-乙HiME,"['Mai Oto-Hime', 'Mai-OtoHiME', 'Dancing Maiden']",TV,Original,"['Bandai Visual', 'Lantis', 'TV Tokyo Music']","['Comedy', 'Drama', 'Fantasy', 'Magic']",['Sunrise'],26,Finished Airing,FALSE,"{'from': '2005-10-07T00:00:00+00:00', 'to': '2006-03-31T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 10, 'year': 2005}, 'to': {'day': 31, 'month': 3, 'year': 2006}}, 'string': 'Oct 7, 2005 to Mar 31, 2006'}",24 min per ep,PG-13 - Teens 13 or older,7.36,21354,2242,1904,41658,322,"Arika Yumemiya has traveled far in search of her goal: the prestigious Gualderobe Academy. This is the school where young girls are trained to become Otomes, protectors of royal leaders throughout the lands. Here, Arika makes plenty of friends, but some enemies know something about her past that she does not. Nevertheless, her spirit and determination will keep pushing her forward. Adapted from its predecessor, Mai-HiME, this series is not a direct sequel, but an alternate universe setting featuring some of the Mai-HiME cast (though with different personalities). (Source: ANN)",,Fall 2005,Fridays at 01:30 (JST),"{'Adaptation': [{'mal_id': 1069, 'type': 'manga', 'name': 'Mai-Otome', 'url': 'https://myanimelist.net/manga/1069/Mai-Otome'}], 'Alternative setting': [{'mal_id': 98, 'type': 'anime', 'name': 'Mai-HiME', 'url': 'https://myanimelist.net/anime/98/Mai-HiME'}], 'Sequel': [{'mal_id': 1609, 'type': 'anime', 'name': 'Mai-Otome Zwei', 'url': 'https://myanimelist.net/anime/1609/Mai-Otome_Zwei'}], 'Side story': [{'mal_id': 1659, 'type': 'anime', 'name': 'Mai-Otome Specials', 'url': 'https://myanimelist.net/anime/1659/Mai-Otome_Specials'}, {'mal_id': 8518, 'type': 'anime', 'name': 'Mai-Otome Special: Otome no Inori', 'url': 'https://myanimelist.net/anime/8518/Mai-Otome_Special__Otome_no_Inori'}], 'Prequel': [{'mal_id': 3268, 'type': 'anime', 'name': 'Mai-Otome 0: S.ifr', 'url': 'https://myanimelist.net/anime/3268/Mai-Otome_0__Sifr'}]}"
101,Air,Air,AIR,[],TV,Visual novel,"['Pony Canyon', 'TBS', 'Movic']","['Slice of Life', 'Supernatural', 'Drama', 'Romance']",['Kyoto Animation'],12,Finished Airing,FALSE,"{'from': '2005-01-07T00:00:00+00:00', 'to': '2005-03-25T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 1, 'year': 2005}, 'to': {'day': 25, 'month': 3, 'year': 2005}}, 'string': 'Jan 7, 2005 to Mar 25, 2005'}",24 min per ep,PG-13 - Teens 13 or older,7.41,120702,1994,381,224570,2584,"Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in an attempt to make some money, he finds himself in a small town in which he did not expect to stay very long. However, when he meets an unusual girl named Misuzu, things take a drastic turn as he is invited to stay with her. By staying in the quaint town, Yukito soon becomes friends with the locals. As he gets to know them better, he learns of their problems and decides to help, putting his search for the Winged Maiden on hold. With his search on hold, and his growing attachment to Misuzu and the small town, will Yukito ever find the Winged Maiden, or is she closer than he thought? [Written by MAL Rewrite]",,Winter 2005,Fridays at 00:30 (JST),"{'Adaptation': [{'mal_id': 1604, 'type': 'manga', 'name': 'Air', 'url': 'https://myanimelist.net/manga/1604/Air'}], 'Side story': [{'mal_id': 656, 'type': 'anime', 'name': 'Air in Summer', 'url': 'https://myanimelist.net/anime/656/Air_in_Summer'}], 'Alternative version': [{'mal_id': 713, 'type': 'anime', 'name': 'Air Movie', 'url': 'https://myanimelist.net/anime/713/Air_Movie'}], 'Summary': [{'mal_id': 36032, 'type': 'anime', 'name': 'Air Soushuuhen', 'url': 'https://myanimelist.net/anime/36032/Air_Soushuuhen'}]}"
102,Aishiteruze Baby★★,,愛してるぜ ベイベ★★,"['Aishiteru ze Baby', 'Love You Baby', 'Babe', 'My Love', 'I Love You', 'Baby']",TV,Manga,"['Animax', 'Toei Video', 'Sunny Side Up']","['Comedy', 'Drama', 'Romance', 'Shoujo']",['TMS Entertainment'],26,Finished Airing,FALSE,"{'from': '2004-04-03T00:00:00+00:00', 'to': '2004-10-09T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 4, 'year': 2004}, 'to': {'day': 9, 'month': 10, 'year': 2004}}, 'string': 'Apr 3, 2004 to Oct 9, 2004'}",25 min per ep,PG-13 - Teens 13 or older,7.54,40784,1541,1202,77444,518,"Katakura Kippei is in every way a high school playboy. Spending his days flirting with any female he can see, responsibility is the last thing on his mind. Life takes an unexpected turn for him as one day he returns home to find himself with the fulltime task of caring for his 5-year-old cousin. Kippei's aunt Miyako had disappeared, appearing to have abandoned his cousin, Yuzuyu. With Kippei's lack of responsibility and knowledge of childcare and Yuzuyu's injured heart with the disappearance of her mother, their time together is in for a bumpy ride.",,Spring 2004,Sundays at 19:00 (JST),"{'Adaptation': [{'mal_id': 55, 'type': 'manga', 'name': 'Aishiteruze Baby★★', 'url': 'https://myanimelist.net/manga/55/Aishiteruze_Baby★★'}]}"
103,Akazukin Chacha,Red Riding Hood Chacha,赤ずきんチャチャ,[],TV,Manga,"['Nihon Ad Systems', 'Shueisha']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",['Studio Gallop'],74,Finished Airing,FALSE,"{'from': '1994-01-07T00:00:00+00:00', 'to': '1995-06-30T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 1, 'year': 1994}, 'to': {'day': 30, 'month': 6, 'year': 1995}}, 'string': 'Jan 7, 1994 to Jun 30, 1995'}",24 min per ep,G - All Ages,7.46,3269,1797,4019,9766,75,"Akazukin Chacha is the story of a young magical girl (Mahō Shōjo) named Chacha. Living with her guardian in a cottage on Mochi-mochi mountain is Seravi, who is her teacher and also the fictional world's greatest magician. Chacha is clumsy in casting her spells because, throughout the anime, when she summons something, it often turns out to be something that she didn't mean to cast, for example, spiders (kumo) instead of a cloud (also kumo). At times in the anime when she and her friends are in trouble, however, her spells do work. Living on the same mountain is a boy gifted with enormous strength named Riiya. It is described that Riiya came from a family of werewolves who can instantly change into a wolf whenever they want. Quite far from Mochi-mochi mountain lies Urizuri mountain. Dorothy, also a well known magician in her land, lives in a castle on Urizuri mountain. Living with her is Shiine, her student. Shiine is adept when it comes to casting spells. He is a young wizard and most of his knowledge about magic was taught to him by Dorothy. The first 2 seasons were originally created by the anime team. Most of the stories in season 3 are based on the manga. (Source: Wikipedia)",,Winter 1994,Fridays at 18:00 (JST),"{'Adaptation': [{'mal_id': 7270, 'type': 'manga', 'name': 'Akazukin Chacha', 'url': 'https://myanimelist.net/manga/7270/Akazukin_Chacha'}], 'Sequel': [{'mal_id': 367, 'type': 'anime', 'name': 'Akazukin Chacha OVA', 'url': 'https://myanimelist.net/anime/367/Akazukin_Chacha_OVA'}]}"
104,Ayashi no Ceres,"Ceres, Celestial Legend",妖しのセレス,[],TV,Manga,['Bandai Visual'],"['Adventure', 'Comedy', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",['Studio Pierrot'],24,Finished Airing,FALSE,"{'from': '2000-04-20T00:00:00+00:00', 'to': '2000-09-28T00:00:00+00:00', 'prop': {'from': {'day': 20, 'month': 4, 'year': 2000}, 'to': {'day': 28, 'month': 9, 'year': 2000}}, 'string': 'Apr 20, 2000 to Sep 28, 2000'}",21 min per ep,R - 17+ (violence & profanity),7.33,21170,2335,1775,45839,501,"Ceres was a tennyo (Celestial maiden) who came down from the heavens to bathe in a stream. She hung her hagoromo (robe) on a tree nearby, which was her key to returning to the heavens. But the robe was stolen and the man who had stolen it forced her to become his wife, thus producing a family full of human and tennyo blood mixed. Now, in modern day time, Aya Mikage is a descendent of Ceres, and has quite an amount of tennyo blood. On her 16th birthday, she and her twin brother, Aki, are thrown a party. At the ""party,"" Aya's grandpa plans to kill her, for she has tennyo powers unlike the rest of the family, and can actually become Ceres herself and destroy the Mikage family. Aya, however, can switch back, so this transformation happens quite frequently. With protector Yuuhi by her side, it is up to Aya to control Ceres and keep her from coming back, but her relationship with an ex-worker for her evil grandpa may be a distraction.",,Spring 2000,Thursdays at 18:30 (JST),"{'Adaptation': [{'mal_id': 83, 'type': 'manga', 'name': 'Ayashi no Ceres', 'url': 'https://myanimelist.net/manga/83/Ayashi_no_Ceres'}]}"
